sentence,label
혼자라고 느껴질 때가 많아서 너무 힘들어요. 😊,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
오늘은 정말 힘든 하루였어요~.,슬픔
하루하루가 너무 버겁게 느껴져요. 😊,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
요즘 너무 지치고 우울해요. 😊,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
요즘 너무 지치고 우울해요.,슬픔
오늘은 정말 힘든 하루였어요~.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
요~즘 너무 지치고 우울해요~.,슬픔
마음이 너무 아파요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
마음이 너무 아파요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
하루하루가 너무 버겁게 느껴져요. 😊,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
음... 혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
